text,index
학교 싫어 내가 왜 이 이른 시간에 일어나야 하는 거지,2
출근 싫어 그래도 금요일이니까 힘내자,2
나 버스다 너무 싫어 학교 가는거,2
난 롤린 싫어,2
역시 싫어하고 있으면 알아서 이유를 만들어주는 그 성별답다 성범죄든 가폭이든 이미 걸린 놈과 아직 안 걸린 놈이 있을 뿐 와중에 자극적인 모습의 피해자 사진으로 클릭 유도하는 뉴스 극혐 번 무슨 사,2
개 싫어,2
야발 진짜 싫어,2
진짜 짜증 나 블락 끝이 없어,2
싫어 안 내려,2
그냥 술 맛이 싫어,2
학교 싫어 아아악,2
굉장히 침착한 분대장과 그게 짜증 나는 고로리 에루리,2
극혐,2
광고서 은근 저런거 종종 있더라구요 자극 시킬려고 그러는건 알겠지만 짜증,2
아 존나 싫어 물 또 안 들고옴,2
흐아악 학교가기 싫어,2
모든여자가 애를낳기싫어하는건 아닌데 일단 난 싫어,2
이 분 소매넣기 할까봐 경계중 옛날에 당해봐서 싫어 부담스럽단 말이다 마찬가지로 연락 안한지 좀 됐음,2
니삭스흘러내임 짜증 환멸,2
나는 쓸데없이 라는 말이 제일 싫어 사람은 의미를 부여하고 모든 행동을 하는데 거기에 쓸데없이 무의미하게 라는 말을 붙이면 다 쓸데없어지는거 아니야 내가 좋아하는것도 사실은 그냥 플라스틱으로 된 물건일,2
아 회사 넘 가기 싫어 오늘은 이 주의 마지막 출근날이고 다음주는 월급날이다 생각하면서 꾹 참는 어른,2
그냥 싫어,2
추워서 일어나기 싫어 화상키기 싫어,2
진짜 너무 싫다 진짜 너무 싫어 싫다고 주변 신경쓰지 말라구 그냥 너만 생각하고 삻아 왜 그렇게 살지 못하는데 그냥 그렇게 살아버려,2
체육하기 싫어 오늘은 흐렸으면,2
아 딸꾹질 한 뒤의 이 묘한 느낌이 싫어,2
티바트 대륙에서 물정령이랑 돌도마뱀이 젤 싫어,2
난가,2
심야괴담회에 김구라 묻었어 아 짜증 박나래 데려오라고 박나래 괴담 개 잘살리던데 김구라따위가 박나래만큼 할거 같냐고 아 꼭 프로그램 잘되면 여자 자르고 남자 데려와서 망치더라 짜증짜증 개짜증,2
퍼놈 진짜 미친뮤지컬인가봄 앨 드레스는 싫어 청바지는 왜 안돼는데 여기하고 앨 텔레폰와이어에서 아빠 나도 다섯살 때 쯤 남자옷이 더 편했었지 여기랑 멜로디 똑같아 이게 이렇게 연결된다고 진짜 미친뮤지칼,2
주인이 슬리데린이라서 그런가 너무 좋아 다른 기숙사 녀석들이 내 주인이 된다는건 너무 싫어,2
다들 안넝하쉐이 아까 일어나서 잠 깨고 올라했는데 이상하게 정신은 깨 있고 몸은 피곤한 상태가 됐어요 곧 조회하고 수업해야함 악 싫어 그냥 시간 스킵해서 미수반 보고 어,2
너무 싫어 으,2
속안좋아 더 잘래요 시발 온클 싫어 칵퉤,2
학교 가기 싫어 강의가 싫어어억,2
하 이만폰내야해서 갑니됴 나 진짜 폰 내기 싫어 그치만 다들 오늘 하루 시간 잘 보내구 오후에 봐용 다들 진짜보고싶을거야 레이 씨 엄청보고싶을거야,2
배추 난 금요일이 싫어 배추 배추,2
행복은 뭘까 행복은 음 행복은 바로 행복이야 행복은 행복이고 불행은 불행이고 고 은 고 이고 고등래퍼는 고등래퍼고 친구도 보고 싶은데 근데 학교 아 갔어 수 이 보고 싶다 흐아 힘들어,2
대청소하기 싫어 소버마 대신해주라,2
갸아아악 교시 싫어,2
학교오 싫어,2
윤리와사상 재밌지 재밌는데 시험으로 보는건 싫어,2
아게 제가 생각하는 우리나라 웹소설판의 몇 가지 병폐 중 하나인데 제목이 너무 다들 자극적으로 변했어요 다들 어그로승부 하는 것 같아 문제는 그게 잘 팔려요 잘 팔리니 해외의 멀쩡한 것도 잘 팔기 위해 제목을 이렇,2
너한테 상처주는 말 하기 싫어,2
와 일하기 싫어,2
싫어 어 싫어 하면서 절 대 안갈라했겠지 미친놈아 그게 더 이상하거든 웃기다,2
미터 달리기 만은 죽더라도 하기 싫어 만점 받긴 하지만 이게 사람이 할 짓이냐고 사람이 어떻게 분 초안에 들어와 미터만 달려도 헉헉거리는 난데,2
곰새뀌,2
이잉 오전수업 싫어,2
으 턱스크 극혐,2
혁이 말투 완전 웅냥냥 인 거 너무 귀여운것같애 그니까 모에화가 아니고 실제로 이렇게 말을 함 싫어 나 이거 안 할 거야 일케 안 말하고 아시러 나이거안하꺼야 일케말을함 베실베실 웃으면서 웅냥냥,2
흐아아악 옷박박찢어버,2
야망가남도 일하긴 싫어,2
이이잉 나도 학교 가기 싫어 인생 살고 싶어 일하기 싫어 인생은 별로야,2
으 출근하기 싫어 죽겠다 주연아 힘을 조,2
다시 한 번 말 해 봐라 지쳐 누가 누구 때문에 지쳐 오히려 지치는 건 나 아니냐 매일매일 감시하는 것도 네 짜증 나는 친구라는 놈들 떼어놓는 것도 짜증 나 미치겠다고 넌 얼마나 더 이런 개 같은 짓을 하면서 기다려야 올 생각이지,2
으아 무의식적으로 그랬지만 실수로 앞니를 꽉 하고 정방향으로 물었을 때 그 딱딱함과 얼얼함이 싫어,2
난 금요일이 싫어 제일 같은 교수수업이거든,2
출근하기 싫어 밍기적대다가 버스타러 왔는데 버스가 없다 제길 이럴줄 알았음 걸어갈껄,2
혁이 말투 완전 웅냥냥 인 거 너무 귀여운것같애 그니까 모에화가 아니고 실제로 이렇게 말을 함 싫어 나 이거 안 할 거야 일케 안 말하고 아시러 나이거안하꺼야 일케말을함 베실베실 웃으면서 웅냥냥 말투로,2
미안 미안해 미안 미안해 너를 두고 여기 떠나려니 미안해 아름답던 시절 행복했던 추억 이젠 모두 끝이야 추억 속에 앉아 혼자 울지 말고 어서 빨리 일어나 행복 찾아서 꿈을 찾아서 저 멀리 떠나야,2
하 학교가기 싫어 또 어떤 좃같은 일들이 날 기다릴지,2
싫어 눈알입술 둥둥 떠다니는 흙탕물은 몇 번 생각해봐도 싫어요,2
온클 싫어 그냥 싫어 다싫어,2
닥쳐,2
코 막힌다 비염 너무 싫어,2
나 기앉어찌구새끼 넘 싫어 걔때매 나혼산도 안봐,2
출근하기 싫어 집에서 이불 덮고 누워있고 싶어,2
그러게 아침에는 분명 오늘 저녁으로 매운 요리가 나온다고 그랬는데 급하게 바뀐 건가 그래도 왔으니까 같이 저녁 먹자 한껏 짜증 난 너의 눈치를 보며 음식 가져다줄까 하고 물어봤지만,2
싫어 소고기 먹을거다,2
아 일하기 싫어,2
나의 애긔 악 싫어 가기 싫어 집 보내줘 악,2
그동안 우릴 지지해줘서 고마워요 지금의 저는 부족함이 있지만 앞으로도 열심히 할 거예요 무슨 일이 있더라도 늘 넵어어 곁에 있을거니까 같이 힘내요 이 카드를 받은 당신이 매일매일 행복하고 기쁘고 짜증 없고 몸 건,2
엉엉 엉엉 알 게 뭐야 그냥 저 캐와 저 캐가 망한 결론으로 얽히는 게 보고 싶은 것뿐이야 책 뒤지기 싫어 엉엉,2
상처받은 내 마음과 더럽혀진 그때 추억 날 바라보던 니 표정 다 너무 싫어 난 니가 싫어 어반자카파 니가 싫어,2
졸려 인나기 싫어,2
요즘 드는 생각인데 관계 속에서 기다린다는 말은 사람을 너무 가엾게 만드는 것 같아서 싫어 시간이 흘러서 바라는 순간에 도착할 때까지 나는 계속 걸어가고 있을 뿐인데 기다린다는 말은 너무 정적이잖아,2
힘없는 이반이라니 너 친구한테 그게 무슨 소리야 그리고 내가 너 때문에 짜증이 났다고 내가 너 때문에 짜증 날 일이 뭐가 있어 너 때문에 짜증 날 일이 대체 뭐가 있냐고 내가,2
치키는 정말 짜증 나게 하는 데에 재능 있네요,2
싫어 안 말해줄래 재미없어,2
흐아어 과제 하기 싫어,2
나만 또 상처받고 나만 신경쓰고 나만 스트레스 받는데 내가 그거까지 무시 참고 하는거 진짜 싫어 진짜,2
짜증 나 진짜,2
응애 당무는 학교 싫어,2
아니 진짜 학원 가기 싫어,2
오리 이름지은것도 피피임 머리파츠 노란 주둥이 같다고 오리가 뒤질래 싫어 하던중 나타난 짝사랑타이탄이 와 귀엽겠어요 하는바람에 오리가되어따,2
오늘 시간짜리 수업 개 연강 두렵다 진짜 금요일 제일 싫어 그치만 내일은 생카갈거니깐 그치만 너무 싫다,2
고딩정후 아 씨 오이 싫어 고딩민이 걔도 너 싫어해 고딩정후 피클도 있네 개싫어 민이 피클도 너 싫어함 정후 미쳤냐 너도 싫어 민이 걔는 너 좋아함,2
이잉 그건 싫어,2
인스타 인데 여러분들이 싫어 할 수도 있는 제본진을 볼 수 있으면 팔로주세요,2
당신이 사라지는 건 싫어,2
귀여워 아니근데 가 아니라 오리 였냐구요 정말귀엽다,2
아 이거 너무 싫어 너무 새콤해 나도 형 싫어 난 너 좋아,2
팀플이 너무 싫어 좃같아,2
일하기 싫어,2
일돌 싫어하는데 그래서 아이돌커를 못 뛰는건가 하 뚝딱이 단체춤이 너무 싫어,2
악 줌쉅 극혐 다녀오겠슴다,2
티오쩜 뱀파 운영 라이브 방송도 막고 랜덤 굿즈도 막고 딥디도 막고 몸값만 드럽게 높은 쟈니즈 배우 캐스팅을 관둬달 랜덤은 싫은데 쟤네때문에 딥디화 안되는 건 더 싫어 흥,2
아니 괜찮아 아하 무슨일이냐고 무 슨 일 이 냐 고 아하하하 오호호호호호 그녀석 정말 싫어 오호호호호 호호호호호,2
정말 싫어,2
너희들의 모든게 싫어 워너 이개적폐새끼들아,2
더 잘 해주고 싶었어 너한테 짜증 낸 것도 미안하고 쓸데없는 얘기했던 것도 다 미안해 원래 사람이 갈 때 되면 사과만 한다는데 진짜인가 봐,2
손톱 자꾸 물어뜯어서 투명한 매니큐어를 발랐거든 크아아악 매니큐어 특유의 그 그 향이 너무 싫어,2
내얼굴이 더는 싫어 집으로 돌아가서 동면할래,2
아니 작은 아기새는 또 왴 꼬마아가씨가 됐어 또 뭘 본거야 으음 나 그런 표정 싫어 울지말아요 나의 꼬마아가씨 이랬나 그래서 쥴렛이 톡톡 아니요 저 보송해요,2
악 수업 듣기 짱 싫어,2
싫어 아저씨 핥아먹을거야,2
이딴광고 보여주지 말어 극혐,2
야상 입은 남자 싫어 개싫어,2
김소현 아역 사극 이미지 걱정 후회하기 싫어 달뜨강 결정,2
어른이는 일하기 싫어,2
근데 그거랑 별개로 엠씨는 좀 바꾸자 너무 싫어,2
짜증,2
교시부터 회계원리 짱 싫어,2
라임아 나수업이 싫어,2
아유 일하기 싫어,2
다시 끓이긴 싫어 면 상태 최상이에,2
체루야 나도 듣기 싫어,2
지금 온라인중인데 너무 싫어,2
널 사랑 하는게 싫어,2
너만 앞서 나가는 거 싫단 말이야 전에도 싫었고 지금은 더 싫어 우리가 느낄 수 있는 차이는 빈부격차가 다야 알았냐,2
리바이 제복 입을 때 옷깃까지 하나하나 신경 써서 각 딱딱 맞춰 입을 것 같은데 에렌 얘는 맨몸에 거적데기 하나 대충 걸치고 다니는 게 꼴림 에렌 리바이 옷 막 벗기면 리바이 주름 생긴다고 짜증 낼 것 같은,2
짜증 프로모션으로 뜸,2
병원가기도 학교가기도 싫어 쉬고 싶어,2
아 생일 전에는 헤어지고 싶음 생일 때 혈압받긴 싫어,2
자기 접는다고 난리치면서 접지는 않고 관종짓만 하는 사람 극혐 그냥 접으세요 무과금 유저한다는데 그래봐야 매일접속하는 하드유저로 집계됨 선택적 소비가 안 되는 거임 게임은,2
주종관계 얀샤 보고싶다 니샤가 쭈인 그만먹어 싫어 암남냠냐뮤,2
이 사람이 탈코를 어떻게 생각하는지 알 수 있는 부분이다 이 사람은 그만큼 코르셋에 대해서 깊게 생각해 본 적이 없는 것이다 그러니까 홀복이란 단어 너무 싫어 이러고 있지 쇼핑몰에서도 홀복이라고 명칭해서,2
연령대낮은봇계판은 좀 불편한점도 잇는편이죠 하지만 그 봇계판에서도 나랑 잘맞는 봇이 생기면 늘러붙을수밖에 없는거야 그리고 어릴땐 나도 그랬을텐데 라고 생각하면 짜증 좀 가시니까요,2
나 크랜베리 싫어 걔도 너 싫어함 아 나 시험 너무싫어 걔도 너 싫어함 아 샹,2
어으 하기 싫어,2
너희들 다 싫어 저리가,2
아 저도 진짜 차이로 이긴거 안 믿겨서 계속 덧셈했어요 안그래도 계산이 약해서 나 이거 잘못본거아냐 했던 아니에요 연이 능력 그리 뛰어나지도 않은 아 저 진,2
모닝수학 극혐,2
시발시발 일하기 싫어,2
왜 왜 행자로 미연시 해야하는데 행추로 중운이랑 놀겟다는데 왜 행자 왜 왜 싫다고 그래도 남행자로 하길 잘했네 그래도 싫어 행추 데려와아아아,2
싫어 할 기붕,2
또렷한 눈과 마주친 사네미가 도리어 하품을 작게 하면서 말함 안 잘 거야 자기싫다 사네미는 슬슬 잠들고 싶은데 기유 대답이 너무 단호해서 할말을 잃음 그렇다고 먼저 잠들순 없으니 어떻게,2
뽀뽀해주면 잠들때까지 계속 눈감고 있는거다 알겠지 싫어 그럼 안해줘 빨리 해줘 심통난 목소리로 말하는 기유가 퍽 귀여워서 사네미는 무의식적으로 표정이 풀어짐 그리고 기유 앞머리를 뒤,2
야 넌 내 영원한 짝이니까 네가 딴 새끼랑 있는 게 싫어,2
이번 주 거의 매일 바쁘고 일하기 전에 운동하겠다고 깔짝 댔더니 더 피곤해져서 오늘이 금요일 같은 피로함이여 으어어어 오늘 일 아직 끝나지도 안았는데 내일 일 가기가 싫어,2
아 출근하기 싫어,2
나 자신이 싫어,2
마피아 황혼조 님이랑 님이 같은 조직인데 님이 스파이여서 님 빼고 다 죽이고 주저앉은 님 앞에서 총들고 나 너 죽이기 싫어 가 라고하고 그래도 님 가만히 있어는데 순간 총소리가 울리고 님 팔에 이 스파이인,2
이게 시간돼 했을때 가불가여부 얘기 안하구 글쎄 어케 될지 모르겟네 무슨일인데 했을때 용건 말 안해주고 시간됨 만 반복하는 애들 잇단말여 이유 말해달라고 응 돼 무슨일인데 했다가 나랑 등,2
일하다 일하기 싫어 뛰쳐나오기,2
근창보노보노,2
얘들아 나 일어나기 싫어,2
비 존나 싫다 눈보다 더 싫어 사실 눈이 더 싫음,2
벌 힘내 나 벌 싫어 하지만 뉴질랜드 벌은 증식해서 얄심히 일해줫음 해,2
출근하기 싫어 내일도 출근이라니 너무 피곤하다,2
근데 연락한 사람은 현수잖아 그쪽이 뭔데 짜증 내시는 거예요 오히려 화낼 사람은 우리거든요 은혁이 형 지금 엄청 예민하고 축복받아야 할 일 있으니까 앞으로 우리 집에 찾아올 생각하지 마세요,2
하지만 이은영이 미리 손 써두었는지 찾아갈 때마다 은혁이에게 화내고 짜증 내기만 하는 현수였어 하루 이틀도 아니고 일주일 동안 이런 레퍼토리가 반복되니까 결국 매우 화가 난 은혁이 현수의 뺨을 때리며 째려봤어 너 후회할 거야,2
말도안돼 그만둬 싫어 안돼요 싫어요 하지마세요 율님 혹시 하찮 실눈 인형도 모으시나요,2
흑 일하기 싫어 아직도 침댄데,2
한번만 와주라 급식도 맛없어서 가기 싫어,2
착한 사람은 정말 짜증 난다니까,2
엥 진짜 싫어,2
배는 고픈데 먹기는 싫어,2
미워 미움이라면 피할 수나 있겠지요 싫어 싫음이라면 돌아설 수나 있겠지요 뒤엉킨 사랑 빗질도 소용 없고 꽃 피는데 질 것을 걱정합니다,2
나는 두통이 싫어,2
오전수업 진짜 싫어,2
설레지 않는 내가 싫어,2
으응응 수업 하기 싫어,2
아왠지 병원에서 나와서 집걸어오는건 괜찮은데 집에서 병원 걸어가긴 싫어,2
이게 시간돼 했을때 가불가여부 얘기 안하구 글쎄 어케 될지 모르겟네 무슨일인데 했을때 용건 말 안해주고 시간됨 만 반복하는 애들 잇단말여 이유 말해달라고 응 돼 무슨일인데 했다가 나랑 등산가자 하면 어떡해,2
아 싫어 옷장 싫어 얌전히 제 소매를 받아라,2
으 일하기 싫어 카차투리안 선생님 제게 힘을 주세요 궁극의 노동요 바이올린 협주곡 틀기,2
나도 어케 죽어도 투신자살은 절대 안할거야 진짜 죽을때까지 고통받고싶지 않고 남 피해주기도 싫어,2
온라인 수업 진짜 하기 싫어,2
흐아앙 발표도싫고 만드는것도 싫어,2
애매한 게 제일 싫어 그럴 시간에 뭐라도 해보는 게 결정시간을 단축하는 길,2
아 일어나기 싫어,2
회사 다니고 싶은데 사람이 싫어,2
할 거 많은데 하기 싫어,2
줌 너무 싫어,2
다 하기 싫어 존나 귀찮아 잠도 자기시름,2
안돼 그게 더 싫어,2
하 자기 싫어 잠이 안와,2
볼보는 다 좋은데 연비가 구려 고급휘발유 쓰는 것도 싫어 흑흑,2
끄으으으 졸려 일하기 싫어,2
으앙 나 때쟁이 때이이잉 일하기 싫어,2
넘우 일하기 싫어,2
오늘부터 절식 해야해 생존과 공부를 위해 하루에 무설탕 두유 딱 팩만 먹을거야 더이상 이 몸으로 살기 싫어 그냥 죽고싶어 난 왜 이렇게 뚱뚱해,2
봐 이 얼굴 싫어 이 얼굴 쓸떼없는 감정 쓸쓸함 같은걸 되찾은 이 기분나쁜 얼굴 그런 기분을 되찾아서 기뻐 기분좋아 뮤토,2
어휴 수업 듣기 싫어,2
온라인수업진짜 싫어 동생이 수업 안들어간걸 선생님도 엄마도 동생한테 하는게 아니라 나한테 전화하는것도 다 지겹고 제발 수업들으라고 지금 이번주 월요일부터 부탁했고 그새끼는 자기가 잘들어가겠다고 맨날 약속했는,2
난 주변에 뭘 파든지 신경을 안함 참견하기 싫어 내가 보기 싫다고 했는데도 강요하는거만 아니면 상관 안함 뭘 파든 뭐 주변에서 내가 본진때문에 취향 무시당한 적이 많아서 그 무시당했을때의 더러운 감정을 누구보다 잘 알아서,2
등교 싫어 바쁜 건 뭐 내 몸 혹사시키면 되니까 상관없는데 문제는 대인관계가,2
젤 이해안가는거 외국에서는 리버스 신경안써 나는진짜싫 라 써있으면 하고 있고 해시태그도 같이써놔 아진짜 짜증,2
주변 사람들이 좋아하는 것이 내 취향이면 나도 덕질같이하면 되는거고 아니면 그냥 아 저런 장르도 있구나 하고 넘어가는게 나한테도 좋고 상대방한테도 나쁘지 않음,2
좋은데 싫어,2
머리 자르기 싫어 근데 지저분해보이는건 사실이라서 잘라야해 왜 곱슬로 태아난거야 난 긴 머리가 좋은데 괴로워,2
이럴줄알앗어,2
너무 싫어 종강하고싶어,2
돼지노드는 아직도 제일 싫어,2
데쿠캇적으로 미도리야 아침에는 엄청 짜증 많아지고 무기력해질 타입일 것 같아 미치겠다 아침에 일어나자마자 지끈거리는 머리에 말없이 인상 쓰던 미돌 눈앞에 있는 새하얀 캇쨩 목덜미 보고 무심코 안심해버리겠지 캇쨩,2
나는 그래미가 싫어,2
싫어 기린이는말안들을거야,2
선넘기 금지 오지랖 금지 내거만 하고 제발 좀 제발 좀 나 같은애 제일 싫어 존나 혐오감밖에 안 와,2
멍청한것도 죄다 멍청한데 목소리 큰 사람들이 제일 싫어 입 다물면 반은 먹고갈텐데 아는건지 모르는건지,2
하 나 학교가기 싫어,2
씨발 짜증 나게 아프고 지랄이야 네 이마에 탁 소리나게 손을 얹는다 으레 진지하게 제 이마에도 손을 올리고 한참 가만히 멈춘다 내 손 존나 차갑지 이건 열이 많은 거야 뭐야 나보다 뜨거운 건 맞는데,2
아 과학 극혐,2
온클 다 듣고 학교도 가야돼 진짜 존나 싫어,2
제곱 싫어,2
년 월 판사남편회사 탈세적발 죄의식없이 세상 권력 다가진 듯 유난떠는 수많은 판사 검사들아 부정하게 취득한 가족불법재력 잃기 싫어 발버둥치는구나,2
수업 너무 싫어,2
난 확실한 거 좋아하는데 그래서 싫어 좋아 그거만 말해,2
시발 버블 싫어 안좋은 기억잇여,2
기 바 가기 싫어 싫어싫어 귀차노아 안해 안해 안해,2
아오 일하기 싫어,2
울고싶어지네 난 가챠게임이 싫어 아냐 안싫어 아냐 싫어 죽겠어 그럼 그만해 음 그정도까진 안싫은것도 같고 근데 싫어,2
나만 너가 나만 챙기는게 싫어 럭키야 스스로도 좀 챙겨줘,2
국어쌤 싫어,2
고닥교 진짜 싫어,2
우앵 일하기 싫어,2
목욕하는날 겁나 짜증 혀 빠짐,2
저 영상 진짜 짜증 남 결혼하실래요보다 저게 더 짜증 남 누가 봐도 그런 의도로 좋아하냐고 물어본 게 아닌 이랑 의도도 모르고 고분고분하게 네 하고 대답한 이랑,2
으악 수업하기 싫어,2
수학 싫어,2
어떻게든 도주한다 망한 연애감정의 반복으로 인한 트라우마라는 것은 정말 난 감정이 싫어 연애감정은 소설과 노래와 시 속에나 있었으면 좋겠어 내가 제대로 알지도 못하는 데 좋아하게 되거나 하는 건 사,2
어쩐지 오늘 아침부터 사소한거에 짜증 많이 나더라,2
싫어 내가 볼거랴,2
앤웨같아 일하기 싫어 죽겠는데 괜히 여기 태어났어 코시카로 태어났으면 좋았는데요,2
온클 싫어 오프라인좋아,2
오늘 괴요일이니까 일정 끝나면 케이크 사서 곧장 귀가하고 싶어 사무실 복귀 싫어요 싫어,2
